City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
75,Worthington,US,84.15,clear sky,40.0931,-83.018,Sheraton Suites Columbus Worthington
76,Ulaanbaatar,MN,62.73,clear sky,47.9077,106.8832,The Blue Sky Hotel and Tower
77,Avarua,CK,78.85,few clouds,-21.2078,-159.775,Paradise Inn
78,Torbay,CA,60.58,overcast clouds,47.6666,-52.7314,Gallows Cove
79,Lasa,IT,63.48,light rain,46.6166,10.7002,Pension Feldgärtenhof
80,Bredasdorp,ZA,52.0,clear sky,-34.5322,20.0403,Bredasdorp Country Manor
81,Riberalta,BO,77.5,clear sky,-10.9833,-66.1,Hotel Colonial
82,Saint-Philippe,RE,63.99,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
83,Maniago,IT,67.8,overcast clouds,46.1706,12.7078,Hotel Al Giardino
84,Cayenne,GF,82.09,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
85,Nanchang,CN,85.66,light rain,28.6833,115.8833,Gloria Plaza Hotel Nanchang
86,Arraial Do Cabo,BR,70.11,clear sky,-22.9661,-42.0278,Pousada Porto Praia
87,Qaqortoq,GL,52.3,broken clouds,60.7167,-46.0333,Hotel Qaqortoq
88,Djibo,BF,82.45,overcast clouds,14.1022,-1.6306,Centre Des Ressources DPENA
89,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
90,Souillac,MU,68.38,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
91,Nexo,DK,66.29,overcast clouds,55.0607,15.1306,Strandhotel Balka Søbad
92,Chuy,UY,47.23,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
93,Camacha,PT,69.22,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
94,Stornoway,GB,62.92,overcast clouds,58.2093,-6.3865,Caladh Inn
95,Dharur,IN,70.47,overcast clouds,18.8167,76.1167,Hotel Rajmahal
96,Tasiilaq,GL,46.56,scattered clouds,65.6145,-37.6368,The Red House
97,Pingzhuang,CN,72.09,overcast clouds,42.0372,119.2889,Haoke Guest House
98,Dikson,RU,38.62,overcast clouds,73.5069,80.5464,
99,Bodden Town,KY,84.2,scattered clouds,19.2833,-81.25,Will T Place
100,Marovoay,MG,66.34,few clouds,-16.1,46.6333,
101,Puerto Ayora,EC,71.55,scattered clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
102,Ostrovnoy,RU,46.09,overcast clouds,68.0531,39.5131,
103,Maceio,BR,74.64,broken clouds,-9.6658,-35.7353,Poutur Pousada
104,Ust-Kuyga,RU,56.73,clear sky,70.0167,135.6,
105,Severo-Kurilsk,RU,60.42,overcast clouds,50.6789,156.125,Kak Doma
106,Hermanus,ZA,57.9,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
107,Rocha,UY,44.69,clear sky,-34.4833,-54.3333,Beleza Pura B&B
108,Mitsamiouli,KM,75.34,few clouds,-11.3847,43.2844,Foyer ADM
109,Troitskoye,RU,59.29,broken clouds,52.9821,84.6757,
110,Berlevag,NO,46.2,scattered clouds,70.8578,29.0864,Kvitbrakka
111,Isangel,VU,78.91,broken clouds,-19.55,169.2667,Tanna Lodge
112,Sitka,US,62.49,light rain,57.0531,-135.33,Westmark Sitka
113,Hualmay,PE,64.17,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
114,Chokurdakh,RU,43.14,overcast clouds,70.6333,147.9167,
115,Glencoe,ZA,37.9,clear sky,-28.1783,30.147,Lalalapha
116,Escanaba,US,80.2,clear sky,45.7453,-87.0646,Sunset Lodge
117,Georgetown,MY,82.89,haze,5.4112,100.3354,Cititel Penang
118,Kuala Lipis,MY,79.25,overcast clouds,4.1842,102.0468,Lipis Centrepoint Hotel
119,Ponta Do Sol,PT,72.72,clear sky,32.6667,-17.1,Hotel do Campo
120,Kangaba,ML,75.16,few clouds,11.9333,-8.4167,Hôtel Mandé
121,Bac Lieu,VN,82.87,clear sky,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
122,Cherskiy,RU,54.03,clear sky,68.75,161.3,Gostinitsa
123,Yazd,IR,86.11,scattered clouds,31.8972,54.3675,Mozaffar Traditional Hotel
124,Kruisfontein,ZA,68.88,few clouds,-34.0033,24.7314,Oyster Bay House Rental
125,Kirkenaer,NO,65.03,scattered clouds,60.4564,12.0582,Skaslien Gjestgiveri
126,Ancud,CL,42.33,few clouds,-41.8697,-73.8203,Hotel Arena Gruesa
127,Rio Grande City,US,91.89,clear sky,26.3798,-98.8203,La Borde House
128,Poum,NC,71.82,overcast clouds,-20.2333,164.0167,Gîte kajeon
129,Zhigansk,RU,59.23,few clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
130,Novo Aripuana,BR,76.96,broken clouds,-5.1206,-60.3797,Hotel Ezequiel
131,Bandarbeyla,SO,76.95,scattered clouds,9.4942,50.8122,JABIR HOTEL
132,Faanui,PF,78.91,broken clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
133,Clyde River,CA,39.43,scattered clouds,70.4692,-68.5914,Qamaq Hotel
134,Polyarnyy,RU,37.87,overcast clouds,69.1989,33.4478,Hotel Tatyana
135,Crotone,IT,79.93,clear sky,39.0851,17.1178,Helios Hotel
136,Kamogawa,JP,78.13,overcast clouds,35.1,140.1,Kamogawa Grand Hotel
137,Hobart,AU,57.22,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
138,Castro,BR,58.68,broken clouds,-24.7911,-50.0119,CHACARA BAILLY
139,Chandler,US,99.82,few clouds,33.3062,-111.8412,"Crowne Plaza Hotels & Resorts Phoenix - Chandler Golf Resort, an IHG Hotel"
140,Wilmington,US,82.98,scattered clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
141,Mananara,MG,64.92,light rain,-16.1667,49.7667,Chez Roger
142,Honiara,SB,85.57,overcast clouds,-9.4333,159.95,Heritage Park Hotel
143,Meiganga,CM,64.74,overcast clouds,6.5167,14.3,DFR HOUSE
144,Northam,GB,64.65,moderate rain,51.0333,-4.2167,Durrant House Hotel
145,Raga,SS,67.96,overcast clouds,8.4596,25.678,
146,Alice Springs,AU,71.15,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
147,Chara,RU,67.89,clear sky,56.9064,118.2631,
148,Carutapera,BR,74.53,scattered clouds,-1.195,-46.02,Lidera
149,Bumba,CD,72.63,overcast clouds,2.1833,22.4667,Hôtel Cape Town
151,Cravo Norte,CO,75.31,overcast clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
152,Grandola,PT,67.3,clear sky,38.1772,-8.5668,Hotel Jorge Grand
153,New Iberia,US,87.98,few clouds,30.0035,-91.8187,La Quinta Inn & Suites by Wyndham New Iberia
154,Alvaraes,BR,79.29,overcast clouds,-3.2208,-64.8042,Av. Castelo Branco. Ginásio Ermelino vieira.
155,Nouadhibou,MR,70.39,clear sky,20.931,-17.0347,El Medina
156,Pevek,RU,35.49,overcast clouds,69.7008,170.3133,Hotel ABC
157,Port Hardy,CA,62.78,broken clouds,50.6996,-127.4199,Airport Inn
158,Lensk,RU,84.56,clear sky,60.7253,114.9278,ТинОрС
159,Qarqin,AF,87.24,clear sky,37.4185,66.0436,
160,Buritis,BR,65.14,clear sky,-15.6178,-46.4233,Hotel Rainha do Vale
161,Kachiry,KZ,55.71,clear sky,53.0675,76.1036,"Ночной клуб BasMax, Гостиница , Ресторан , Магазин-автозап. сто вулканизатор ,"
162,Chapais,CA,55.18,broken clouds,49.7834,-74.8492,Hôtel Opémiska
163,Codrington,AU,53.28,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
164,Fort Nelson,CA,74.79,light rain,58.8053,-122.7002,The Fort Nelson Hotel
165,Sabang,ID,83.41,overcast clouds,5.8933,95.3214,Hotel Citra
166,Benito Juarez,MX,71.19,light rain,19.385,-99.165,Hotel Novit
167,Matara,LK,79.0,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
168,Hovd,MN,67.84,few clouds,48.0056,91.6419,Hotel Khovd
169,Alexandria,EG,76.96,clear sky,31.2156,29.9553,Royal Crown Hotel
170,Bluff,NZ,51.8,few clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
171,Pirovskoye,RU,70.93,overcast clouds,57.6267,92.2658,
172,Thompson,CA,69.96,scattered clouds,55.7435,-97.8558,Burntwood Hotel
173,Morondava,MG,64.9,broken clouds,-20.2833,44.2833,La Case Bambou
174,Ardalstangen,NO,69.42,overcast clouds,61.2371,7.6983,Klingenberg Hotel AS
175,Bethel,US,80.71,haze,41.3712,-73.414,Courtyard by Marriott Danbury
176,Ahipara,NZ,58.51,clear sky,-35.1667,173.1667,Ahipara Holiday Park
177,New Norfolk,AU,56.88,overcast clouds,-42.7826,147.0587,The Shingles Riverside Cottages
178,Shelburne,CA,78.69,clear sky,44.0787,-80.2041,The Retreat at the Farm
179,Lorengau,PG,83.25,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
180,Huarmey,PE,65.5,scattered clouds,-10.0681,-78.1522,Hotel Miramar
181,Saskylakh,RU,56.98,overcast clouds,71.9167,114.0833,
182,Haines Junction,CA,57.15,overcast clouds,60.7522,-137.5108,Parkside Inn
183,Manga,BF,76.64,overcast clouds,11.6636,-1.0731,Auberge du 11 décembre de la cité CNSS à Manga
184,Saint-Pierre,RE,64.08,light rain,-21.3393,55.4781,Lindsey Hôtel
185,Cap Malheureux,MU,68.49,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
186,Rio Grande,BR,49.95,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
187,Hilo,US,78.53,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
188,Fomboni,KM,75.51,light rain,-12.28,43.7425,Auberge les abou
189,Tiksi,RU,39.02,broken clouds,71.6872,128.8694,Arktika
190,Praia,CV,75.47,scattered clouds,14.9215,-23.5087,LT Aparthotel
191,Leningradskiy,RU,41.43,broken clouds,69.3833,178.4167,Gostinitsa
192,Taoudenni,ML,100.35,clear sky,22.6783,-3.9836,
193,Olinda,BR,71.33,mist,-8.0089,-34.8553,Hotel Albergue de Olinda
194,Asau,RO,67.75,few clouds,46.4333,26.4,Casa Mika Ciobanus
195,Sheridan,US,99.01,clear sky,44.8333,-106.9173,Comfort Inn & Suites
196,Kattivakkam,IN,80.69,overcast clouds,13.2167,80.3167,Euronova Freezer
197,Buriti Alegre,BR,64.11,clear sky,-18.14,-49.0403,Andrey Hotel Churrascaria
198,Capim Grosso,BR,67.24,broken clouds,-11.3811,-40.0128,Hotel Veloso
199,Yuzhnyy,RU,57.58,scattered clouds,53.2542,83.6936,Парк-отель Лесные дали
200,Pisco,PE,65.01,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
201,Longyearbyen,SJ,40.84,light intensity drizzle,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
202,Batagay-Alyta,RU,56.5,overcast clouds,67.8006,130.4114,
203,Pinawa,CA,74.3,clear sky,50.1489,-95.8811,Pinawa Motel
204,Macherla,IN,80.19,overcast clouds,16.4833,79.4333,Vivek express
205,Harper,LR,75.72,overcast clouds,4.375,-7.7169,Screensaver
206,Cidreira,BR,62.13,overcast clouds,-30.1811,-50.2056,Hotel Castelo
207,Port Hedland,AU,69.85,broken clouds,-20.3167,118.5667,The Esplanade Hotel
208,Russell,US,89.31,broken clouds,32.3502,-85.1999,Macs
209,Tuatapere,NZ,51.82,few clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
210,Kautokeino,NO,52.63,scattered clouds,69.0125,23.0412,Thon Hotel Kautokeino
211,Touros,BR,74.3,few clouds,-5.1989,-35.4608,INN NEW HORIZON
212,Nagykallo,HU,74.98,broken clouds,47.8749,21.8408,הכנסת אורחים בקאלוב שע״י הרבני החסיד ר מוטל פארהאנד
213,Victoria,HK,90.97,overcast clouds,22.2855,114.1577,Mini Hotel Central
214,Bijar,IR,68.88,clear sky,35.8668,47.6051,رنگ فروشي جواهري
215,Kavieng,PG,84.29,broken clouds,-2.5744,150.7967,Nusa Island Retreat
216,Olafsvik,IS,49.93,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
217,Vallenar,CL,53.73,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
218,Palembang,ID,71.69,clear sky,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
219,Troitsko-Pechorsk,RU,43.59,broken clouds,62.7084,56.1964,Pechora Gostinitsa
220,Rio Gallegos,AR,37.45,light rain,-51.6226,-69.2181,Hotel Santa Cruz
221,Pangody,RU,50.5,overcast clouds,65.85,74.4859,Elizaveta Shevchuk's House
222,Twin Falls,US,98.94,haze,42.3505,-114.6445,
223,Preobrazheniye,RU,80.26,scattered clouds,42.9019,133.9064,Campsite Orlan
224,Jamestown,US,78.12,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
225,Kaa-Khem,RU,67.48,overcast clouds,51.6833,94.7333,
226,Mayo,US,84.31,broken clouds,38.8876,-76.5119,Resorts Resource Group International
227,San Cristobal,VE,73.58,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
228,Hokitika,NZ,52.14,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
229,Rawlins,US,91.29,clear sky,41.7911,-107.2387,"Holiday Inn Express Rawlins, an IHG Hotel"
230,Geraldton,AU,64.81,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
231,Buribay,RU,54.09,few clouds,51.9617,58.1592,
232,Razdolinsk,RU,72.27,clear sky,58.4211,94.6658,"""U Nikolaicha"""
233,Camana,PE,61.16,broken clouds,-16.6228,-72.7111,Hostal Morales
234,Bibiani,GH,67.89,overcast clouds,6.4635,-2.3194,Rodick Hotel
235,Caibarien,CU,78.12,broken clouds,22.5206,-79.4669,La Nena
236,Naze,JP,83.32,overcast clouds,28.3667,129.4833,奄美ポートタワーホテル
237,Nisia Floresta,BR,75.58,clear sky,-6.0911,-35.2086,Rancho Crepusculo
238,Pandan,PH,86.05,overcast clouds,14.0453,124.1694,Bonifacio Lodge
239,Pontian Kecil,MY,86.99,clear sky,1.4801,103.3899,SUNFLOWER EXPRESS HOTEL
240,Los Llanos De Aridane,ES,67.75,overcast clouds,28.6585,-17.9182,Valle Aridane
241,Lompoc,US,77.77,broken clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
242,Soyo,AO,71.6,overcast clouds,-6.1349,12.3689,Hotel Mpampa
243,Hasaki,JP,75.49,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
244,Christchurch,NZ,53.01,overcast clouds,-43.5333,172.6333,The George
245,Berberati,CF,68.36,overcast clouds,4.2612,15.7922,Prince Virgile ASSOMO-MOMORI
246,Pangkalanbuun,ID,80.92,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
247,Buena Vista,US,82.85,clear sky,43.4203,-83.8986,Red Roof Inn Saginaw - Frankenmuth
248,Labranzagrande,CO,66.87,overcast clouds,5.5622,-72.575,Hotel Casa Grande
249,Kathu,TH,85.69,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
250,Husavik,IS,49.91,overcast clouds,66.0449,-17.3389,Bjarnabúð
251,High Rock,BS,84.22,clear sky,26.6208,-78.2833,Hideaway Bahamas Beach Club
252,Odweyne,SO,69.46,overcast clouds,9.4092,45.064,Eng Hiirey House
253,Kalemie,CD,70.05,few clouds,-5.9475,29.1947,Mahobilali
254,Sarkand,KZ,77.45,scattered clouds,45.41,79.9186,Гостиница Сарканд
255,Bima,ID,83.19,broken clouds,-8.4667,118.7167,Lambitu Hotel
256,Comodoro Rivadavia,AR,46.26,clear sky,-45.8667,-67.5,Austral Hotel
257,Portland,US,92.7,scattered clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
258,Faridpur,BD,84.2,broken clouds,23.6,89.8333,Progoti hostel
259,Baturaja,ID,75.31,few clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
260,Pokhara,NP,75.4,broken clouds,28.2333,83.9833,Butterfly Lodge
261,Pemangkat,ID,81.68,overcast clouds,1.1667,108.9667,Ramah Kost KITA
262,Chernyakhiv,UA,63.88,few clouds,50.4565,28.6702,
263,Laguna,US,96.24,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
264,Bataipora,BR,73.18,few clouds,-22.2953,-53.2711,Hotel Vale do Ivinhema
265,Rawson,AR,40.37,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
266,Sungairaya,ID,83.39,overcast clouds,0.7,108.9,Mess P.Milu
267,Bowen,AU,71.82,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
268,Kolondieba,ML,74.17,scattered clouds,11.0882,-6.8926,Hotel Dakan
269,Mapiripan,CO,73.62,overcast clouds,2.8892,-72.1256,Monserrate
270,Tazovskiy,RU,44.92,moderate rain,67.4667,78.7,TazHostel
271,Yenagoa,NG,72.97,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
272,Aklavik,CA,63.32,overcast clouds,68.2191,-135.0107,Aklavik Inn
273,Tirano,IT,66.7,light rain,46.2154,10.1679,Hotel Corona Tirano
274,Kamaishi,JP,77.95,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
275,Embonas,GR,77.13,clear sky,36.2269,27.8564,Hotel Ataviros
276,Kailua,US,87.78,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
277,Puerto Escondido,MX,85.03,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
278,Milos,GR,74.12,clear sky,36.75,24.4333,Ξενοδοχείο Αγνάντι
279,Arlit,NE,93.25,broken clouds,18.7369,7.3853,Case de Passage De la Prefecture
280,Huntsville,US,84.22,few clouds,34.7304,-86.5861,Embassy Suites by Hilton Huntsville Hotel & Spa
281,Macusani,PE,34.7,clear sky,-14.0833,-70.4333,"Hospedaje ""Arca de Noe"""
282,Camacupa,AO,50.68,overcast clouds,-12.0167,17.4833,
283,La Orilla,MX,82.94,broken clouds,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
284,Urozhaynoye,RU,75.51,light rain,44.7883,44.9228,
285,Ravar,IR,81.81,clear sky,31.2656,56.8055,کافی نت و کامپیوترپرشین سیستم
286,Erenhot,CN,69.64,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
287,Bambanglipuro,ID,77.38,overcast clouds,-7.95,110.2833,Puri Brata
288,Qandala,SO,85.77,few clouds,11.472,49.8728,
289,Kyra,RU,62.42,overcast clouds,49.5776,111.9753,
290,Calama,CL,50.49,clear sky,-22.4667,-68.9333,Diego De Almagro Calama
291,Manuk Mangkaw,PH,84.51,few clouds,4.8,119.85,
292,Provideniya,RU,50.11,light rain,64.3833,-173.3,
293,Cabo San Lucas,MX,93.81,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
294,Nacozari,MX,97.11,clear sky,25.3366,-108.2574,
295,Ojinaga,MX,101.57,clear sky,29.5667,-104.4167,Suites Las Palmas
296,Bilibino,RU,56.44,scattered clouds,68.0546,166.4372,Gostinitsa Severyanka
297,Salalah,OM,78.89,broken clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
298,Sao Francisco,BR,65.89,clear sky,-15.9486,-44.8644,Hotel Supremo
299,Vuktyl,RU,44.15,overcast clouds,63.8567,57.3094,Mini-Hotel Lokomotiv
300,Bambous Virieux,MU,68.25,light rain,-20.3428,57.7575,Casa Tia Villa
301,Dali,CN,67.48,overcast clouds,25.7,100.1833,Dali Travelling With Hostel
302,Nelson Bay,AU,64.0,clear sky,-32.7167,152.15,Mantra Nelson Bay
303,Ibra,OM,86.47,broken clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
304,Dalianwan,CN,84.72,scattered clouds,39.0286,121.695,Huanghai Hotel
305,Goderich,CA,75.52,clear sky,43.7501,-81.7165,Harmony Inn
306,Artyom,AZ,82.54,clear sky,40.4723,50.333,Merdan Respect
307,Mehamn,NO,46.53,broken clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
308,Bezhta,RU,56.97,scattered clouds,42.1338,46.1283,
309,Riyadh,SA,93.34,overcast clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
310,Ixtapa,MX,87.03,few clouds,20.7,-105.2,Hotel Plaza Providencia
311,Esfarayen,IR,73.06,clear sky,37.0765,57.5101,دفتر ازدواج 65 : سردفتر ابراهیم برغمدی
312,Winnemucca,US,98.65,haze,40.973,-117.7357,Winners Inn Casino
313,Awjilah,LY,78.89,clear sky,29.1081,21.2869,
314,Nome,US,50.07,moderate rain,64.5011,-165.4064,Dredge 7 Inn
315,Hithadhoo,MV,80.28,overcast clouds,-0.6,73.0833,Scoop Guest House
316,Xuzhou,CN,78.13,overcast clouds,34.1805,117.1571,Thank Inn Chain Hotel Jiangsu xuzhou tongshan district Beijing south road
317,Uray,RU,54.0,scattered clouds,60.1247,64.7758,Hotel Pioner
